date/time	settlement id	type	order id	sku	description	quantity	marketplace	account type	fulfillment	order city	order state	order postal	tax collection model	product sales	product sales tax	shipping credits	shipping credits tax	gift wrap credits	giftwrap credits tax	Regulatory Fee	Tax On Regulatory Fee	promotional rebates	promotional rebates tax	marketplace withheld tax	selling fees	fba fees	other transaction fees	other	total
Sep 19, 2022 6:00:00 AM PST	20000000019	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-527.7	0	-527.7
Sep 20, 2022 11:40:37 PM PST	20000000019	Order	111-4681115-7516648	WX-1002-WHT	Premium Wireless Headphones White	3	amazon.com	Standard Orders	Amazon	NEW YORK	NY	42487	MarketplaceFacilitator	239.97	19.88	0	0	0	0	0	0	-0.0	0	-19.88	-23.67	-12.4	0	0	203.9
Sep 22, 2022 6:00:00 AM PST	20000000019	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-355.05	0	-355.05
Sep 22, 2022 6:34:45 PM PST	20000000019	Order	111-6900247-3384080	WX-1002-WHT	Premium Wireless Headphones White	1	amazon.com	Standard Orders	Amazon	PORTLAND	OR	51681	MarketplaceFacilitator	79.99	7.22	0	0	0	0	0	0	-0.0	0	-7.22	-10.31	-4.33	0	0	65.35
Sep 24, 2022 1:56:05 AM PST	20000000019	Order	111-4902772-4671004	WX-1002-WHT	Premium Wireless Headphones White	2	amazon.com	Standard Orders	Amazon	BIRMINGHAM	AL	74517	MarketplaceFacilitator	159.98	12.34	0	0	0	0	0	0	-0.0	0	-12.34	-14.76	-5.15	0	0	140.07
Sep 24, 2022 6:00:00 AM PST	20000000020	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-276.38	0	-276.38
Sep 24, 2022 11:16:51 PM PST	20000000020	Order	111-1999183-1367637	CB-4401-USB	USB-C Hub 7-in-1 Adapter	1	amazon.com	Standard Orders	Amazon	SEATTLE	WA	54663	MarketplaceFacilitator	39.99	3.43	0	0	0	0	0	0	-0.0	0	-3.43	-5.77	-4.19	0	0	30.03
Sep 25, 2022 6:00:00 AM PST	20000000020	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-381.08	0	-381.08
Sep 26, 2022 2:16:10 AM PST	20000000020	Order	111-7636992-2695038	SL-5501-GRY	Laptop Stand Adjustable Grey	3	amazon.com	Standard Orders	Amazon	CHARLESTON	SC	24538	MarketplaceFacilitator	104.97	9.69	0	0	0	0	0	0	-0.0	0	-9.69	-14.72	-13.26	0	0	76.99
Sep 26, 2022 6:00:00 AM PST	20000000020	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-469.43	0	-469.43
Sep 26, 2022 3:28:56 PM PST	20000000020	Order	111-6986539-4745298	KB-2201-RGB	Mechanical Gaming Keyboard RGB	1	amazon.com	Standard Orders	Amazon	CHICAGO	IL	67261	MarketplaceFacilitator	119.99	10.75	0	0	0	0	0	0	-0.0	0	-10.75	-17.67	-3.8	0	0	98.52
Sep 27, 2022 1:24:09 AM PST	20000000020	Order	111-7569981-1543292	WX-1002-WHT	Premium Wireless Headphones White	1	amazon.com	Standard Orders	Amazon	INDIANAPOLIS	IN	48602	MarketplaceFacilitator	79.99	4.51	0	0	0	0	0	0	-8.0	0	-4.51	-10.48	-4.4	0	0	57.11
Sep 27, 2022 8:58:18 AM PST	20000000020	Order	111-2305378-4992909	KB-2201-RGB	Mechanical Gaming Keyboard RGB	3	amazon.com	Standard Orders	Amazon	MILWAUKEE	WI	38953	MarketplaceFacilitator	359.97	29.51	0	0	0	0	0	0	-0.0	0	-29.51	-31.42	-10.48	0	0	318.07
Sep 27, 2022 5:27:56 PM PST	20000000019	Refund	111-8586676-5191831	KB-2201-RGB	Mechanical Gaming Keyboard RGB	1	amazon.com	Standard Orders	Amazon	BALTIMORE	MD	42534	MarketplaceFacilitator	-119.99	-11.81	0	0	0	0	0	0	0	0	11.81	10.34	0	0	0	-109.65
Sep 29, 2022 5:59:56 AM PST	20000000020	Order	111-8493206-1191186	KB-2201-RGB	Mechanical Gaming Keyboard RGB	1	amazon.com	Standard Orders	Amazon	OKLAHOMA CITY	OK	21629	MarketplaceFacilitator	119.99	10.93	0	0	0	0	0	0	-0.0	0	-10.93	-15.23	-3.96	0	0	100.8
Sep 30, 2022 6:00:00 AM PST	20000000020	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-340.58	0	-340.58
Oct 3, 2022 2:07:56 PM PST	20000000020	Order	111-8040612-3790695	WX-1002-WHT	Premium Wireless Headphones White	1	amazon.com	Standard Orders	Amazon	NEWARK	NJ	43640	MarketplaceFacilitator	79.99	7.15	0	0	0	0	0	0	-4.0	0	-7.15	-10.43	-2.6	0	0	62.96
Oct 4, 2022 6:00:00 AM PST	20000000020	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-577.89	0	-577.89
Oct 5, 2022 6:29:23 PM PST	20000000020	Order	111-4784650-3728923	MS-3301-ERG	Ergonomic Wireless Mouse	2	amazon.com	Standard Orders	Amazon	NEWARK	NJ	81568	MarketplaceFacilitator	119.98	8.25	0	0	0	0	0	0	-12.0	0	-8.25	-16.56	-8.15	0	0	83.27
Oct 5, 2022 8:11:03 PM PST	20000000020	Order	111-3699529-2258331	WX-1001-BLK	Premium Wireless Headphones Black	1	amazon.com	Standard Orders	Amazon	DETROIT	MI	44226	MarketplaceFacilitator	79.99	7.81	0	0	0	0	0	0	-4.0	0	-7.81	-6.81	-2.84	0	0	66.34
Oct 7, 2022 8:17:49 AM PST	20000000020	Order	111-8284673-3635764	WX-1001-BLK	Premium Wireless Headphones Black	1	amazon.com	Standard Orders	Amazon	MILWAUKEE	WI	73273	MarketplaceFacilitator	79.99	6.82	0	0	0	0	0	0	-8.0	0	-6.82	-8.81	-3.81	0	0	59.37
Oct 7, 2022 10:00:00 AM PST	20000000020	FBA Inventory Fee			FBA storage fee		Amazon.com	Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	0	-271.63	-271.63
Oct 8, 2022 6:00:00 AM PST	20000000021	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-168.89	0	-168.89
Oct 9, 2022 2:06:57 AM PST	20000000021	Order	111-7591805-9236745	MS-3301-ERG	Ergonomic Wireless Mouse	1	amazon.com	Standard Orders	Amazon	INDIANAPOLIS	IN	80795	MarketplaceFacilitator	59.99	3.8	0	0	0	0	0	0	-0.0	0	-3.8	-5.98	-2.98	0	0	51.03
Oct 9, 2022 10:04:18 AM PST	20000000021	Order	111-1431773-4472094	KB-2201-RGB	Mechanical Gaming Keyboard RGB	1	amazon.com	Standard Orders	Amazon	MIAMI	FL	48607	MarketplaceFacilitator	119.99	10.94	0	0	0	0	0	0	-0.0	0	-10.94	-14.85	-3.46	0	0	101.68
Oct 9, 2022 10:23:25 PM PST	20000000021	Order	111-2529023-7501626	KB-2201-RGB	Mechanical Gaming Keyboard RGB	3	amazon.com	Standard Orders	Amazon	DENVER	CO	25139	MarketplaceFacilitator	359.97	23.55	0	0	0	0	0	0	-0.0	0	-23.55	-38.81	-10.43	0	0	310.73
Oct 11, 2022 6:00:00 AM PST	20000000021	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-207.34	0	-207.34
Oct 11, 2022 2:03:41 PM PST	20000000021	Order	111-2034137-3535551	MS-3301-ERG	Ergonomic Wireless Mouse	1	amazon.com	Standard Orders	Amazon	BOSTON	MA	15848	MarketplaceFacilitator	59.99	3.79	0	0	0	0	0	0	-0.0	0	-3.79	-6.75	-2.95	0	0	50.29
Oct 12, 2022 1:56:05 AM PST	20000000019	Refund	111-1011467-6565572	WX-1002-WHT	Premium Wireless Headphones White	2	amazon.com	Standard Orders	Amazon	BIRMINGHAM	AL	74517	MarketplaceFacilitator	-159.98	-12.34	0	0	0	0	0	0	0	0	12.34	11.81	0	0	0	-148.17
Oct 13, 2022 4:30:28 AM PST	20000000021	Order	111-2023137-7494562	SL-5501-GRY	Laptop Stand Adjustable Grey	1	amazon.com	Standard Orders	Amazon	LAS VEGAS	NV	55061	MarketplaceFacilitator	34.99	3.16	0	0	0	0	0	0	-0.0	0	-3.16	-3.81	-4.01	0	0	27.17
Oct 13, 2022 6:00:00 AM PST	20000000021	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-313.56	0	-313.56
Oct 14, 2022 7:02:19 AM PST	20000000021	Order	111-1582647-9423864	MS-3301-ERG	Ergonomic Wireless Mouse	3	amazon.com	Standard Orders	Amazon	LAS VEGAS	NV	72236	MarketplaceFacilitator	179.97	14.15	0	0	0	0	0	0	-9.0	0	-14.15	-17.37	-9.29	0	0	144.31
Oct 16, 2022 1:55:43 PM PST	20000000021	Order	111-4554926-4233407	CB-4401-USB	USB-C Hub 7-in-1 Adapter	2	amazon.com	Standard Orders	Amazon	LAS VEGAS	NV	91300	MarketplaceFacilitator	79.98	4.59	0	0	0	0	0	0	-0.0	0	-4.59	-11.71	-6.8	0	0	61.47
Oct 17, 2022 6:00:00 AM PST	20000000021	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-392.38	0	-392.38
Oct 17, 2022 5:19:41 PM PST	20000000021	Order	111-5326615-6364506	MS-3301-ERG	Ergonomic Wireless Mouse	1	amazon.com	Standard Orders	Amazon	LAS VEGAS	NV	67067	MarketplaceFacilitator	59.99	3.61	0	0	0	0	0	0	-6.0	0	-3.61	-8.25	-2.8	0	0	42.94
Oct 18, 2022 6:00:00 AM PST	20000000021	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-191.27	0	-191.27
Oct 20, 2022 6:00:00 AM PST	20000000021	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-506.79	0	-506.79
Oct 20, 2022 8:17:49 AM PST	20000000020	Refund	111-4448564-4187406	WX-1001-BLK	Premium Wireless Headphones Black	1	amazon.com	Standard Orders	Amazon	MILWAUKEE	WI	73273	MarketplaceFacilitator	-79.99	-6.82	0	0	0	0	0	0	0	0	6.82	7.05	0	0	0	-72.94
Oct 22, 2022 3:27:00 PM PST	20000000022	Order	111-9767135-8039616	WX-1001-BLK	Premium Wireless Headphones Black	1	amazon.com	Standard Orders	Amazon	MINNEAPOLIS	MN	62082	MarketplaceFacilitator	79.99	6.21	0	0	0	0	0	0	-0.0	0	-6.21	-11.2	-3.54	0	0	65.25
Oct 24, 2022 6:00:00 AM PST	20000000022	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-220.13	0	-220.13
Oct 27, 2022 6:00:00 AM PST	20000000022	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-570.78	0	-570.78
Oct 29, 2022 6:00:00 AM PST	20000000022	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-569.25	0	-569.25
Oct 30, 2022 6:00:00 AM PST	20000000022	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-238.62	0	-238.62
Oct 30, 2022 1:06:09 PM PST	20000000022	Order	111-2694338-5799841	WX-1002-WHT	Premium Wireless Headphones White	1	amazon.com	Standard Orders	Amazon	PORTLAND	OR	86372	MarketplaceFacilitator	79.99	7.03	0	0	0	0	0	0	-8.0	0	-7.03	-11.66	-4.35	0	0	55.98
Oct 31, 2022 6:00:00 AM PST	20000000022	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-417.33	0	-417.33
Oct 31, 2022 8:08:17 AM PST	20000000022	Order	111-5620682-7760781	KB-2201-RGB	Mechanical Gaming Keyboard RGB	2	amazon.com	Standard Orders	Amazon	ATLANTA	GA	60206	MarketplaceFacilitator	239.98	19.86	0	0	0	0	0	0	-0.0	0	-19.86	-28.81	-6.89	0	0	204.28
Nov 2, 2022 11:02:53 PM PST	20000000022	Order	111-8972838-5506097	CB-4401-USB	USB-C Hub 7-in-1 Adapter	1	amazon.com	Standard Orders	Amazon	RICHMOND	VA	15083	MarketplaceFacilitator	39.99	2.79	0	0	0	0	0	0	-0.0	0	-2.79	-5.66	-3.88	0	0	30.45
Nov 4, 2022 6:00:00 AM PST	20000000022	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-234.23	0	-234.23
Nov 4, 2022 4:05:37 PM PST	20000000022	Order	111-4824490-3254614	WX-1001-BLK	Premium Wireless Headphones Black	1	amazon.com	Standard Orders	Amazon	BIRMINGHAM	AL	49722	MarketplaceFacilitator	79.99	5.24	0	0	0	0	0	0	-0.0	0	-5.24	-11.12	-4.22	0	0	64.65
Nov 5, 2022 6:00:00 AM PST	20000000023	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-488.69	0	-488.69
Nov 5, 2022 1:24:44 PM PST	20000000023	Order	111-8410774-4546544	SL-5501-GRY	Laptop Stand Adjustable Grey	1	amazon.com	Standard Orders	Amazon	LOUISVILLE	KY	52056	MarketplaceFacilitator	34.99	2.22	0	0	0	0	0	0	-0.0	0	-2.22	-3.82	-3.79	0	0	27.38
Nov 7, 2022 6:00:00 AM PST	20000000023	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-370.33	0	-370.33
Nov 7, 2022 10:00:00 AM PST	20000000023	FBA Inventory Fee			FBA storage fee		Amazon.com	Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	0	-200.54	-200.54
Nov 8, 2022 9:02:08 PM PST	20000000023	Order	111-2100870-6219779	MS-3301-ERG	Ergonomic Wireless Mouse	2	amazon.com	Standard Orders	Amazon	CHARLESTON	SC	77698	MarketplaceFacilitator	119.98	11.2	0	0	0	0	0	0	-0.0	0	-11.2	-16.49	-7.06	0	0	96.43
Nov 9, 2022 6:00:00 AM PST	20000000023	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-258.34	0	-258.34
Nov 10, 2022 4:13:04 AM PST	20000000023	Order	111-1966829-5185752	MS-3301-ERG	Ergonomic Wireless Mouse	1	amazon.com	Standard Orders	Amazon	NEW ORLEANS	LA	78719	MarketplaceFacilitator	59.99	5.64	0	0	0	0	0	0	-0.0	0	-5.64	-4.92	-2.89	0	0	52.18
Nov 10, 2022 6:00:00 AM PST	20000000023	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-596.34	0	-596.34
Nov 11, 2022 2:04:11 AM PST	20000000023	Order	111-7248955-9200480	KB-2201-RGB	Mechanical Gaming Keyboard RGB	1	amazon.com	Standard Orders	Amazon	BOSTON	MA	76207	MarketplaceFacilitator	119.99	8.38	0	0	0	0	0	0	-0.0	0	-8.38	-17.35	-3.86	0	0	98.78
Nov 12, 2022 3:28:23 AM PST	20000000023	Order	111-2516524-5782670	WX-1002-WHT	Premium Wireless Headphones White	3	amazon.com	Standard Orders	Amazon	DENVER	CO	86923	MarketplaceFacilitator	239.97	18.61	0	0	0	0	0	0	-0.0	0	-18.61	-24.98	-12.53	0	0	202.46
Nov 12, 2022 6:00:00 AM PST	20000000023	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-371.03	0	-371.03
Nov 12, 2022 9:59:45 PM PST	20000000023	Order	111-8954031-3219862	WX-1002-WHT	Premium Wireless Headphones White	1	amazon.com	Standard Orders	Amazon	LAS VEGAS	NV	37096	MarketplaceFacilitator	79.99	5.08	0	0	0	0	0	0	-0.0	0	-5.08	-8.69	-2.54	0	0	68.76
Nov 13, 2022 6:00:00 AM PST	20000000023	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-568.25	0	-568.25
Nov 13, 2022 7:41:06 PM PST	20000000023	Order	111-8110298-7316209	CB-4401-USB	USB-C Hub 7-in-1 Adapter	2	amazon.com	Standard Orders	Amazon	COLUMBUS	OH	43081	MarketplaceFacilitator	79.98	6.43	0	0	0	0	0	0	-0.0	0	-6.43	-11.68	-7.85	0	0	60.45
Nov 14, 2022 4:13:04 AM PST	20000000023	Refund	111-7046090-4340507	MS-3301-ERG	Ergonomic Wireless Mouse	1	amazon.com	Standard Orders	Amazon	NEW ORLEANS	LA	78719	MarketplaceFacilitator	-59.99	-5.64	0	0	0	0	0	0	0	0	5.64	3.94	0	0	0	-56.05
Nov 14, 2022 6:00:00 AM PST	20000000023	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-345.31	0	-345.31
Nov 16, 2022 3:28:23 AM PST	20000000023	Refund	111-3733132-4595669	WX-1002-WHT	Premium Wireless Headphones White	3	amazon.com	Standard Orders	Amazon	DENVER	CO	86923	MarketplaceFacilitator	-239.97	-18.61	0	0	0	0	0	0	0	0	18.61	19.98	0	0	0	-219.99
Nov 17, 2022 6:00:00 AM PST	20000000023	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-371.99	0	-371.99
Nov 18, 2022 6:00:00 AM PST	20000000023	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-174.33	0	-174.33
Nov 20, 2022 8:28:22 AM PST	20000000024	Order	111-1123271-9581776	MS-3301-ERG	Ergonomic Wireless Mouse	1	amazon.com	Standard Orders	Amazon	BOSTON	MA	49602	MarketplaceFacilitator	59.99	5.03	0	0	0	0	0	0	-0.0	0	-5.03	-8.26	-3.29	0	0	48.44
Nov 22, 2022 6:00:00 AM PST	20000000024	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-533.56	0	-533.56
Nov 24, 2022 4:27:21 AM PST	20000000024	Order	111-5638619-6454894	KB-2201-RGB	Mechanical Gaming Keyboard RGB	1	amazon.com	Standard Orders	Amazon	MILWAUKEE	WI	89829	MarketplaceFacilitator	119.99	7.7	0	0	0	0	0	0	-0.0	0	-7.7	-15.35	-3.46	0	0	101.18
Nov 24, 2022 6:00:00 AM PST	20000000024	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-337.32	0	-337.32
Nov 24, 2022 6:09:54 AM PST	20000000024	Order	111-7779646-6361758	KB-2201-RGB	Mechanical Gaming Keyboard RGB	1	amazon.com	Standard Orders	Amazon	OKLAHOMA CITY	OK	95389	MarketplaceFacilitator	119.99	7.79	0	0	0	0	0	0	-0.0	0	-7.79	-10.86	-4.03	0	0	105.1
Nov 25, 2022 3:27:38 AM PST	20000000024	Order	111-4186247-6757387	SL-5501-GRY	Laptop Stand Adjustable Grey	1	amazon.com	Standard Orders	Amazon	DENVER	CO	48745	MarketplaceFacilitator	34.99	2.2	0	0	0	0	0	0	-0.0	0	-2.2	-3.82	-3.28	0	0	27.89
Nov 25, 2022 2:28:57 PM PST	20000000024	Order	111-4038955-5928878	WX-1002-WHT	Premium Wireless Headphones White	1	amazon.com	Standard Orders	Amazon	KANSAS CITY	MO	72355	MarketplaceFacilitator	79.99	7.63	0	0	0	0	0	0	-0.0	0	-7.63	-10.16	-3.51	0	0	66.32
Nov 26, 2022 6:00:00 AM PST	20000000024	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-249.99	0	-249.99
Nov 26, 2022 4:26:44 PM PST	20000000024	Order	111-2498202-4728795	WX-1002-WHT	Premium Wireless Headphones White	2	amazon.com	Standard Orders	Amazon	INDIANAPOLIS	IN	83273	MarketplaceFacilitator	159.98	14.1	0	0	0	0	0	0	-0.0	0	-14.1	-14.85	-7.72	0	0	137.41
Nov 27, 2022 6:00:00 AM PST	20000000024	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-360.84	0	-360.84
Nov 27, 2022 11:49:59 PM PST	20000000024	Order	111-8894293-1900549	SL-5501-GRY	Laptop Stand Adjustable Grey	2	amazon.com	Standard Orders	Amazon	PHOENIX	AZ	53426	MarketplaceFacilitator	69.98	4.8	0	0	0	0	0	0	-0.0	0	-4.8	-8.47	-6.86	0	0	54.65
Nov 28, 2022 6:00:00 AM PST	20000000024	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-318.56	0	-318.56
Nov 28, 2022 12:51:38 PM PST	20000000024	Order	111-9889215-6005578	CB-4401-USB	USB-C Hub 7-in-1 Adapter	1	amazon.com	Standard Orders	Amazon	MILWAUKEE	WI	19334	MarketplaceFacilitator	39.99	2.94	0	0	0	0	0	0	-2.0	0	-2.94	-3.74	-2.74	0	0	31.51
Nov 29, 2022 11:53:44 AM PST	20000000024	Order	111-3402902-6308033	WX-1002-WHT	Premium Wireless Headphones White	1	amazon.com	Standard Orders	Amazon	PHILADELPHIA	PA	54914	MarketplaceFacilitator	79.99	5.64	0	0	0	0	0	0	-4.0	0	-5.64	-9.59	-4.31	0	0	62.09
Nov 30, 2022 6:00:00 AM PST	20000000024	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-489.98	0	-489.98
Dec 1, 2022 6:00:00 AM PST	20000000024	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-260.28	0	-260.28
Dec 2, 2022 6:00:00 AM PST	20000000024	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-548.46	0	-548.46
Dec 4, 2022 6:00:00 AM PST	20000000025	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-512.01	0	-512.01
Dec 5, 2022 6:00:00 AM PST	20000000025	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-357.84	0	-357.84
Dec 5, 2022 2:33:55 PM PST	20000000025	Order	111-8584194-5589036	WX-1002-WHT	Premium Wireless Headphones White	2	amazon.com	Standard Orders	Amazon	DENVER	CO	53598	MarketplaceFacilitator	159.98	13.05	0	0	0	0	0	0	-0.0	0	-13.05	-14.78	-7.54	0	0	137.66
Dec 6, 2022 6:00:00 AM PST	20000000025	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-557.81	0	-557.81
Dec 6, 2022 3:38:47 PM PST	20000000025	Order	111-8204299-7767819	WX-1002-WHT	Premium Wireless Headphones White	1	amazon.com	Standard Orders	Amazon	CHICAGO	IL	74169	MarketplaceFacilitator	79.99	7.14	0	0	0	0	0	0	-4.0	0	-7.14	-10.77	-2.76	0	0	62.46
Dec 7, 2022 5:28:02 AM PST	20000000025	Order	111-9909268-4197346	MS-3301-ERG	Ergonomic Wireless Mouse	1	amazon.com	Standard Orders	Amazon	HOUSTON	TX	79963	MarketplaceFacilitator	59.99	3.6	0	0	0	0	0	0	-0.0	0	-3.6	-6.37	-2.53	0	0	51.09
Dec 7, 2022 10:00:00 AM PST	20000000025	FBA Inventory Fee			FBA storage fee		Amazon.com	Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	0	-146.2	-146.2
Dec 9, 2022 6:00:00 AM PST	20000000025	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-431.03	0	-431.03
Dec 10, 2022 5:28:02 AM PST	20000000025	Refund	111-5174559-4796108	MS-3301-ERG	Ergonomic Wireless Mouse	1	amazon.com	Standard Orders	Amazon	HOUSTON	TX	79963	MarketplaceFacilitator	-59.99	-3.6	0	0	0	0	0	0	0	0	3.6	5.1	0	0	0	-54.89
Dec 11, 2022 6:00:00 AM PST	20000000025	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-462.34	0	-462.34
Dec 13, 2022 12:37:09 AM PST	20000000025	Order	111-1767026-6003003	SL-5501-GRY	Laptop Stand Adjustable Grey	2	amazon.com	Standard Orders	Amazon	CHARLOTTE	NC	26899	MarketplaceFacilitator	69.98	3.86	0	0	0	0	0	0	-0.0	0	-3.86	-8.06	-6.22	0	0	55.7
Dec 15, 2022 3:05:18 AM PST	20000000025	Order	111-9223833-7027229	MS-3301-ERG	Ergonomic Wireless Mouse	2	amazon.com	Standard Orders	Amazon	MILWAUKEE	WI	78697	MarketplaceFacilitator	119.98	8.03	0	0	0	0	0	0	-0.0	0	-8.03	-17.06	-8.98	0	0	93.94
Dec 15, 2022 6:00:00 AM PST	20000000025	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-619.46	0	-619.46
Dec 16, 2022 6:00:00 AM PST	20000000025	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-266.2	0	-266.2
Dec 17, 2022 6:00:00 AM PST	20000000026	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-328.29	0	-328.29
Dec 19, 2022 6:00:00 AM PST	20000000026	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-157.5	0	-157.5
Dec 22, 2022 6:00:00 AM PST	20000000026	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-155.99	0	-155.99
Dec 23, 2022 2:03:08 PM PST	20000000026	Order	111-1367643-9466346	WX-1002-WHT	Premium Wireless Headphones White	3	amazon.com	Standard Orders	Amazon	SALT LAKE CITY	UT	62873	MarketplaceFacilitator	239.97	12.23	0	0	0	0	0	0	-0.0	0	-12.23	-22.97	-13.41	0	0	203.59
Dec 23, 2022 5:32:14 PM PST	20000000026	Order	111-1815153-1804641	KB-2201-RGB	Mechanical Gaming Keyboard RGB	2	amazon.com	Standard Orders	Amazon	BIRMINGHAM	AL	14897	MarketplaceFacilitator	239.98	16.5	0	0	0	0	0	0	-24.0	0	-16.5	-29.95	-8.08	0	0	177.95
Dec 24, 2022 1:36:19 AM PST	20000000026	Order	111-3569046-4447632	SL-5501-GRY	Laptop Stand Adjustable Grey	2	amazon.com	Standard Orders	Amazon	HOUSTON	TX	25176	MarketplaceFacilitator	69.98	4.96	0	0	0	0	0	0	-3.5	0	-4.96	-7.46	-7.19	0	0	51.83
Dec 24, 2022 6:00:00 AM PST	20000000026	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-379.39	0	-379.39
Dec 24, 2022 9:42:55 AM PST	20000000026	Order	111-8026730-2760168	SL-5501-GRY	Laptop Stand Adjustable Grey	1	amazon.com	Standard Orders	Amazon	PHOENIX	AZ	96725	MarketplaceFacilitator	34.99	1.93	0	0	0	0	0	0	-0.0	0	-1.93	-4.07	-3.75	0	0	27.17
Dec 25, 2022 6:00:00 AM PST	20000000026	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-478.98	0	-478.98
Dec 28, 2022 5:33:41 AM PST	20000000026	Order	111-4383514-7004931	CB-4401-USB	USB-C Hub 7-in-1 Adapter	1	amazon.com	Standard Orders	Amazon	NEW YORK	NY	23928	MarketplaceFacilitator	39.99	2.99	0	0	0	0	0	0	-4.0	0	-2.99	-4.9	-4.06	0	0	27.03
Dec 28, 2022 6:00:00 AM PST	20000000026	Service Fee			Cost of Advertising			Standard Orders						0	0	0	0	0	0	0	0	0	0	0	0	0	-474.97	0	-474.97
